GHCND:USR0000CSVA;20050101;11.11;3.888;2005;01;01;7.222;1
GHCND:USR0000CSVA;20050102;6.111;4.444;2005;01;02;5.555;2
GHCND:USR0000CSVA;20050103;8.888;3.888;2005;01;03;6.111;3
GHCND:USR0000CSVA;20050104;10.00;3.333;2005;01;04;6.111;4
GHCND:USR0000CSVA;20050105;12.22;5.555;2005;01;05;7.222;5
GHCND:USR0000CSVA;20050106;11.11;5.000;2005;01;06;6.666;6
GHCND:USR0000CSVA;20050107;11.11;5.555;2005;01;07;7.777;7
GHCND:USR0000CSVA;20050108;9.444;5.555;2005;01;08;7.222;8
GHCND:USR0000CSVA;20050109;12.77;6.111;2005;01;09;8.333;9
GHCND:USR0000CSVA;20050110;11.66;5.000;2005;01;10;7.777;10
GHCND:USR0000CSVA;20050111;10.55;3.333;2005;01;11;6.666;11
GHCND:USR0000CSVA;20050112;14.44;2.777;2005;01;12;7.222;12
GHCND:USR0000CSVA;20050113;6.111;2.222;2005;01;13;3.888;13
GHCND:USR0000CSVA;20050114;10.00;1.666;2005;01;14;5.555;14
GHCND:USR0000CSVA;20050115;12.22;2.777;2005;01;15;6.666;15
GHCND:USR0000CSVA;20050116;15.00;2.777;2005;01;16;8.333;16
GHCND:USR0000CSVA;20050117;16.11;6.111;2005;01;17;10.00;17
GHCND:USR0000CSVA;20050118;13.88;5.000;2005;01;18;8.333;18
GHCND:USR0000CSVA;20050119;15.55;3.888;2005;01;19;8.333;19
GHCND:USR0000CSVA;20050120;18.33;4.444;2005;01;20;10.00;20
GHCND:USR0000CSVA;20050121;17.77;6.666;2005;01;21;11.66;21
GHCND:USR0000CSVA;20050122;16.11;3.888;2005;01;22;7.777;22
GHCND:USR0000CSVA;20050123;18.33;3.888;2005;01;23;8.333;23
GHCND:USR0000CSVA;20050124;16.11;6.666;2005;01;24;10.00;24
GHCND:USR0000CSVA;20050125;15.55;10.00;2005;01;25;12.22;25
GHCND:USR0000CSVA;20050126;13.88;8.333;2005;01;26;11.11;26
GHCND:USR0000CSVA;20050127;12.22;6.666;2005;01;27;9.444;27
GHCND:USR0000CSVA;20050128;12.22;6.666;2005;01;28;8.888;28
GHCND:USR0000CSVA;20050129;12.77;6.111;2005;01;29;8.888;29
GHCND:USR0000CSVA;20050130;15.55;6.666;2005;01;30;10.00;30
GHCND:USR0000CSVA;20050131;16.66;6.666;2005;01;31;11.11;31
GHCND:USR0000CSVA;20050201;19.44;9.444;2005;02;01;14.44;32
GHCND:USR0000CSVA;20050202;19.44;10.00;2005;02;02;13.88;33
GHCND:USR0000CSVA;20050203;19.44;8.888;2005;02;03;13.33;34
GHCND:USR0000CSVA;20050204;18.88;7.777;2005;02;04;11.11;35
GHCND:USR0000CSVA;20050205;14.44;7.777;2005;02;05;9.444;36
GHCND:USR0000CSVA;20050206;12.22;3.888;2005;02;06;8.333;37
GHCND:USR0000CSVA;20050207;9.444;5.000;2005;02;07;7.777;38
GHCND:USR0000CSVA;20050208;11.66;5.000;2005;02;08;7.777;39
GHCND:USR0000CSVA;20050209;16.11;5.000;2005;02;09;10.00;40
GHCND:USR0000CSVA;20050210;18.33;6.666;2005;02;10;12.22;41
GHCND:USR0000CSVA;20050211;16.66;9.444;2005;02;11;12.22;42
GHCND:USR0000CSVA;20050212;18.33;7.777;2005;02;12;11.66;43
GHCND:USR0000CSVA;20050213;11.11;6.666;2005;02;13;9.444;44
GHCND:USR0000CSVA;20050214;11.66;8.333;2005;02;14;9.444;45
GHCND:USR0000CSVA;20050215;11.11;8.888;2005;02;15;10.00;46
GHCND:USR0000CSVA;20050216;16.11;7.777;2005;02;16;11.66;47
GHCND:USR0000CSVA;20050217;13.33;9.444;2005;02;17;10.55;48
GHCND:USR0000CSVA;20050218;16.66;8.333;2005;02;18;11.66;49
GHCND:USR0000CSVA;20050219;13.88;8.333;2005;02;19;10.00;50
GHCND:USR0000CSVA;20050220;13.33;8.333;2005;02;20;10.55;51
GHCND:USR0000CSVA;20050221;16.66;8.333;2005;02;21;11.11;52
GHCND:USR0000CSVA;20050222;16.66;7.222;2005;02;22;11.66;53
GHCND:USR0000CSVA;20050223;10.55;7.777;2005;02;23;8.888;54
GHCND:USR0000CSVA;20050224;10.55;7.777;2005;02;24;8.888;55
GHCND:USR0000CSVA;20050225;11.66;7.777;2005;02;25;9.444;56
GHCND:USR0000CSVA;20050226;15.55;7.777;2005;02;26;10.55;57
GHCND:USR0000CSVA;20050227;13.33;7.777;2005;02;27;9.444;58
GHCND:USR0000CSVA;20050228;15.00;5.555;2005;02;28;10.00;59
GHCND:USR0000CSVA;20050301;15.00;6.111;2005;03;01;10.00;60
GHCND:USR0000CSVA;20050302;16.11;7.222;2005;03;02;11.11;61
GHCND:USR0000CSVA;20050303;17.77;7.222;2005;03;03;10.55;62
GHCND:USR0000CSVA;20050304;12.22;8.333;2005;03;04;10.00;63
GHCND:USR0000CSVA;20050305;21.11;7.777;2005;03;05;12.77;64
GHCND:USR0000CSVA;20050306;22.22;8.888;2005;03;06;13.88;65
GHCND:USR0000CSVA;20050307;21.11;8.333;2005;03;07;13.33;66
GHCND:USR0000CSVA;20050308;23.88;8.888;2005;03;08;15.55;67
GHCND:USR0000CSVA;20050309;23.88;8.333;2005;03;09;16.66;68
GHCND:USR0000CSVA;20050310;25.00;12.77;2005;03;10;18.88;69
GHCND:USR0000CSVA;20050311;28.88;13.33;2005;03;11;20.55;70
GHCND:USR0000CSVA;20050312;14.44;8.888;2005;03;12;11.66;71
GHCND:USR0000CSVA;20050313;15.00;8.888;2005;03;13;11.11;72
GHCND:USR0000CSVA;20050314;20.00;8.888;2005;03;14;14.44;73
